Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,41188.7704617624,40023.7382985043,44840.3585005322,46165.6150408536,48220.0331638568
High income,HIC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
High income,HIC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
High income,HIC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,17.5357856349206,..,..,..,..
High income,HIC,"Time to import, border compliance (hours)",IC.IMP.TMBC,23.2579036571429,..,..,..,..
IBRD only,IBD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.8227804481861,22.0501674246784,24.2749692617759,25.6340556232481,24.5649851012849
IBRD only,IBD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
IBRD only,IBD,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
IBRD only,IBD,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
IBRD only,IBD,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.98398105981117,-1.4012044301338,7.62848296591747,3.6016886245835,4.44755675822329
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,6465.81328082011,6185.51925977404,7301.908085568,7681.29525722277,7845.38536226529
IBRD only,IBD,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
IBRD only,IBD,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
IBRD only,IBD,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,47.0881892769231,..,..,..,..
IBRD only,IBD,"Time to import, border compliance (hours)",IC.IMP.TMBC,57.4000284676923,..,..,..,..
IDA & IBRD total,IBT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.9712221380082,22.1506988185551,24.4145501959446,25.8922944660126,24.778112892919
IDA & IBRD total,IBT,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.138368654049174,-10.7849259170729,16.0068841366473,..,..
IDA & IBRD total,IBT,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,7948732505851.43,7091467593749.07,8226590595068.37,..,..
IDA & IBRD total,IBT,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
IDA & IBRD total,IBT,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.9791190559074,-1.35543501142301,7.38665926475153,3.65354606149431,4.36322119501504
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,5144.37243935275,4907.28699204586,5731.30618464805,6006.27309700773,6094.02389348234
IDA & IBRD total,IBT,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
IDA & IBRD total,IBT,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
IDA & IBRD total,IBT,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,67.7248171726619,..,..,..,..
IDA & IBRD total,IBT,"Time to import, border compliance (hours)",IC.IMP.TMBC,84.5467684633093,..,..,..,..
IDA blend,IDB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.1645764797148,17.0275933606794,19.2118617096358,22.5649423681782,22.5278229664903
IDA blend,IDB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,7.25696456385334,-10.6837081535463,18.252763985647,11.5299846831149,1.26447490828505
IDA blend,IDB,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,243096445531.333,217124730759.12,256755995419.054,286359922363.85,289980871729.526
IDA blend,IDB,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
IDA blend,IDB,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.77073135741782,-1.41574291758334,5.16429410899273,4.2154910324581,2.52625690149301
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1883.54621067899,1727.91170329901,1851.4710158931,1942.51277029827,1676.98958404833
IDA blend,IDB,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
IDA blend,IDB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
IDA blend,IDB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,67.8457050588235,..,..,..,..
IDA blend,IDB,"Time to import, border compliance (hours)",IC.IMP.TMBC,118.429785058824,..,..,..,..
IDA only,IDX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.8734418428216,27.6179962917491,30.4722108559902,34.0398681921083,29.9094327617675
IDA only,IDX,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.61935365308776,-7.59574131646681,15.5637371644131,15.2128654673794,5.07096270054778
IDA only,IDX,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,446950515250.734,413001310299.673,477279748720.296,549887674796.161,577772273679.983
IDA only,IDX,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
IDA only,IDX,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.96526418580667,-0.237845290364646,3.78918249767895,4.39591712669399,3.99814825826024
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1214.9263173816,1201.23401871581,1274.07782915018,1339.94195382428,1417.34865873319
IDA only,IDX,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
IDA only,IDX,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
IDA only,IDX,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,91.2217596140351,..,..,..,..
IDA only,IDX,"Time to import, border compliance (hours)",IC.IMP.TMBC,105.398116140351,..,..,..,..
IDA total,IDA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.8332040390532,23.3635230196594,25.8892824309659,29.3243057958607,27.376595654352
IDA total,IDA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.95893098348661,-8.51599974742409,16.3461173607943,14.0899895727958,3.93000227957101
IDA total,IDA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,686785386281.891,628298744520.78,731001194676.544,833999186783.481,866775373835.676
IDA total,IDA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
IDA total,IDA,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.91940910668565,-0.79299453521206,4.43321143726286,4.31029853089058,3.29631108462732
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1437.01918707643,1375.88014891477,1465.2729133797,1539.29371688164,1502.11784608836
IDA total,IDA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
IDA total,IDA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
IDA total,IDA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,85.8515849189189,..,..,..,..
IDA total,IDA,"Time to import, border compliance (hours)",IC.IMP.TMBC,108.391877918919,..,..,..,..
Late-demographic dividend,LTE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.0213184932834,24.5565333369224,25.8509316024388,26.5091532066849,26.1095925967537
Late-demographic dividend,LTE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Late-demographic dividend,LTE,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Late-demographic dividend,LTE,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Late-demographic dividend,LTE,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.65099889123923,0.199854474511071,7.44958400150686,3.17751274112688,4.18995021181887
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,9976.98358578555,9719.11873198067,11567.2202575024,12068.2132845942,12180.2442197888
Late-demographic dividend,LTE,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Late-demographic dividend,LTE,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Late-demographic dividend,LTE,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,30.6569570208333,..,..,..,..
Late-demographic dividend,LTE,"Time to import, border compliance (hours)",IC.IMP.TMBC,41.2811757916667,..,..,..,..
Latin America & Caribbean,LCN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.8902416927233,24.1988896958572,28.001277993474,29.8424983708036,25.6099171694217
Latin America & Caribbean,LCN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.841495646865582,-12.7385528388164,17.9459280136351,7.27286991265561,-52.7815286765759
Latin America & Caribbean,LCN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1387181095143.2,1210474298368.31,1427705144577.04,1531540282478.42,723169909088.762
Latin America & Caribbean,LCN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Latin America & Caribbean,LCN,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.718740959001622,-6.64924567289505,6.99679192745977,3.98793094722834,2.1530839544738
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,8771.14453844381,7386.13505696924,8516.30960050376,9618.70743198645,10681.7330935615
Latin America & Caribbean,LCN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Latin America & Caribbean,LCN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Latin America & Caribbean,LCN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,42.9786708125,..,..,..,..
Latin America & Caribbean,LCN,"Time to import, border compliance (hours)",IC.IMP.TMBC,55.527371875,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.0374911861801,23.6140753042968,27.4064894149425,28.9443035208408,24.8665600616462
Latin America & Caribbean (excluding high income),LAC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.793952440380494,-12.7210422206961,16.9691344854319,7.72276160160443,-56.9627215171736
Latin America & Caribbean (excluding high income),LAC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1134958616061.37,990580051324.777,1158672912419.94,1248154459188.5,537171710496.769
Latin America & Caribbean (excluding high income),LAC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.665471963458231,-6.54268614832709,6.8144664615359,3.87705264535334,2.15125654423696
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,8245.29566055528,6882.22060784085,7916.81292030137,9033.75537958903,10070.4433755923
Latin America & Caribbean (excluding high income),LAC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,43.2027418181818,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Time to import, border compliance (hours)",IC.IMP.TMBC,56.9272595454546,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.5620502221656,24.0154852471085,28.0020459471384,29.8498323961234,25.4673063330502
Latin America & the Caribbean (IDA & IBRD countries),TLA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.813290239507523,-12.7312912230303,18.2030047705119,7.42693686791267,-52.972613585175
Latin America & the Caribbean (IDA & IBRD countries),TLA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1312301456517.87,1145228536364.51,1353694541472.21,1454232580451.73,683887574979.317
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.717567356400423,-6.56698628427809,7.20083212845076,4.00758799340008,2.18032895637414
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8596.41766087618,7183.58454333269,8304.28022515683,9388.72096989775,10439.5260704558
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,45.5867726666667,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Time to import, border compliance (hours)",IC.IMP.TMBC,55.9291966666667,..,..,..,..
Least developed countries: UN classification,LDC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.6064217788647,26.5795521217704,28.7782722547034,31.8278279475691,27.9250318660746
Least developed countries: UN classification,LDC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.333504834679999,-6.97573122792205,12.4457601389103,16.8699519779246,5.37751030570359
Least developed countries: UN classification,LDC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,345236438154.805,321153672128.275,361123687838.662,422045080557.955,444740598259.674
Least developed countries: UN classification,LDC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Least developed countries: UN classification,LDC,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.006065947411,-0.0670758300886405,2.77217553498012,4.63041795567753,3.71887838954082
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1098.40753887349,1082.9929209144,1152.85242267264,1267.00441526421,1307.65017453078
Least developed countries: UN classification,LDC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Least developed countries: UN classification,LDC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Least developed countries: UN classification,LDC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,101.150072142857,..,..,..,..
Least developed countries: UN classification,LDC,"Time to import, border compliance (hours)",IC.IMP.TMBC,115.423984047619,..,..,..,..
Low & middle income,LMY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.2852424469855,21.3933123235147,23.6317588966834,25.3776703665042,24.117977854141
Low & middle income,LMY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Low & middle income,LMY,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Low & middle income,LMY,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Low & middle income,LMY,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.08539765236242,-1.18968667762738,7.4245459256278,3.8490251921765,4.51907320890876
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4810.52084108954,4608.95487620396,5370.44444121979,5582.45257367253,5676.38961014368
Low & middle income,LMY,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Low & middle income,LMY,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Low & middle income,LMY,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,70.947520456,..,..,..,..
Low & middle income,LMY,"Time to import, border compliance (hours)",IC.IMP.TMBC,88.964041456,..,..,..,..
Low income,LIC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.8944576679722,30.8270684948031,33.9604778421888,35.9412429389817,30.5873779697685
Low income,LIC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.3283171231711,-1.1555262896911,17.1254440735213,12.1707631003706,21.1931627381219
Low income,LIC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,159181640681.424,157342254974.989,184287814854.748,206717048223.569,250526928661.031
Low income,LIC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Low income,LIC,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.23360610408281,0.344386863215163,2.06974668577087,3.73694196526743,3.00565474237618
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,686.357799279352,659.290978844395,680.657477755926,753.954266799717,894.622389496696
Low income,LIC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Low income,LIC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Low income,LIC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,128.542159130435,..,..,..,..
Low income,LIC,"Time to import, border compliance (hours)",IC.IMP.TMBC,126.399018695652,..,..,..,..
Lower middle income,LMC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,27.7392909741783,25.1708457531168,29.3187131228619,32.5804843134241,30.1999974175688
Lower middle income,LMC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.635206128545889,-11.6600370647872,16.3286511918969,11.3000320561408,5.20515536201549
Lower middle income,LMC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1824314133402.08,1611598429269.25,1874750715398.71,2086598147211.49,2195208822554.79
Lower middle income,LMC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Lower middle income,LMC,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.05632316283419,-3.58530943059182,6.6513506094125,5.82230668120529,5.29164725590208
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2162.54888541798,2065.92318543948,2311.12106091849,2430.52646293958,2413.66026325337
Lower middle income,LMC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Lower middle income,LMC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Lower middle income,LMC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,73.2423261960784,..,..,..,..
Lower middle income,LMC,"Time to import, border compliance (hours)",IC.IMP.TMBC,111.13825854902,..,..,..,..
Middle East & North Africa,MEA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.3528710815315,33.9047741056572,33.7655419786447,..,..
Middle East & North Africa,MEA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.974218625831526,-14.7940064311615,10.2938090048055,..,..
Middle East & North Africa,MEA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1288572447124.47,1097940956426.7,1210960901466.8,..,..
Middle East & North Africa,MEA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Middle East & North Africa,MEA,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.37834963889598,-4.0232993723727,5.57289085590358,5.74836266642129,1.78003975349195
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,7501.9689641949,6665.21717740336,7775.55195119201,9116.77278273094,8561.88648477206
Middle East & North Africa,MEA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Middle East & North Africa,MEA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Middle East & North Africa,MEA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,71.0473425,..,..,..,..
Middle East & North Africa,MEA,"Time to import, border compliance (hours)",IC.IMP.TMBC,92.6920618,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,31.9208417044281,27.6835779364022,28.2796298305146,30.0827571395223,30.864677477471
Middle East & North Africa (excluding high income),MNA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-2.62475636007673,-21.5075799978254,8.8473434067436,9.60614553208052,4.75251115708235
Middle East & North Africa (excluding high income),MNA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,461529660990.364,362265799939.169,394316699304.974,432195335297.507,452735466827.91
Middle East & North Africa (excluding high income),MNA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.11267383038005,-4.40283790910399,6.2212576875649,4.41129157016933,2.72709435668992
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3536.33661519656,3215.95906834746,3672.55692035451,4147.97463172171,3821.57895660603
Middle East & North Africa (excluding high income),MNA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,91.4539041666667,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Time to import, border compliance (hours)",IC.IMP.TMBC,121.773806666667,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,31.6600689533659,27.3958429623215,27.9518375607386,29.7103684042994,30.4822838531386
Middle East & North Africa (IDA & IBRD countries),TMN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-2.70101040758428,-21.6509002785454,8.71896585950651,9.31757577804521,4.80824175102772
Middle East & North Africa (IDA & IBRD countries),TMN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,453144613639.147,355034725222.536,385990081704.081,421955000062.598,442243616546.157
Middle East & North Africa (IDA & IBRD countries),TMN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.11023485004564,-4.33520481787218,6.21408909503336,4.41432161507478,2.80281277221705
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3534.92693633058,3215.7512499761,3672.48448675069,4152.18363676059,3827.11624026457
Middle East & North Africa (IDA & IBRD countries),TMN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,95.6466836363636,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Time to import, border compliance (hours)",IC.IMP.TMBC,132.298698181818,..,..,..,..
Middle income,MIC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.143919587247,21.2543105409832,23.491425126172,25.225809694576,24.010527407775
Middle income,MIC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Middle income,MIC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Middle income,MIC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Middle income,MIC,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.08317549770597,-1.21272096176956,7.5062161584262,3.85059248991735,4.53956499396988
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,5281.78360259079,5068.53998098794,5925.7709749664,6165.89619410795,6266.77743233869
Middle income,MIC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Middle income,MIC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Middle income,MIC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,57.9604940882353,..,..,..,..
Middle income,MIC,"Time to import, border compliance (hours)",IC.IMP.TMBC,80.5228210980392,..,..,..,..
North America,NAC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.9354185628219,14.3681529017702,15.7620836900175,16.8264765716721,..
North America,NAC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.991174542949437,-9.08291620102179,13.4844094077946,8.44388329263602,..
North America,NAC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,3706682625619.13,3370007748896.31,3824433390831.89,4147364082958.34,..
North America,NAC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
North America,NAC,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.42273337667585,-2.43435524574377,5.76128554552649,2.07867367857624,2.42961669734257
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,63584.0377419401,62186.9899064628,69147.0491707873,74980.8332051402,78675.4809268757
North America,NAC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
North America,NAC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
